userid,timeslot,rank,x,y
4219,16,2.0,179,409
4219,27,3.0,179,409
4219,27,4.0,179,409
4219,27,5.0,179,409
4219,27,6.0,179,409
4219,1,7.0,176,412
4219,29,8.0,179,409
4219,15,9.0,179,409
4219,29,10.0,179,409
4219,27,11.0,179,409
4219,15,12.0,179,409
4219,22,13.0,185,419
4219,27,14.0,179,409
4219,19,15.0,177,411
4219,18,16.0,176,429
4219,15,17.0,179,409
4219,0,18.0,175,410
4219,15,19.0,179,409
4219,29,20.0,179,409
4890,29,1.0,174,420
4890,0,2.0,184,420
4890,0,3.0,187,417
4890,0,4.0,178,419
4890,39,5.0,176,429
4890,35,6.0,176,428
4890,1,7.0,176,413
4890,35,8.0,176,429
4890,39,9.0,175,411
4890,41,10.0,176,411
4890,16,17.0,179,429
4890,18,11.0,176,429
4890,0,12.0,176,414
4890,1,13.0,176,416
4890,33,14.0,176,429
4890,20,15.0,177,409
4890,17,16.0,176,429
4890,16,18.0,177,423
4890,2,19.0,179,429
4890,31,20.0,176,429
5128,20,20.0,44,509
5128,27,1.0,45,513
5128,16,2.0,41,508
5128,14,3.0,48,518
5128,14,4.0,48,518
5128,1,5.0,176,429
5128,35,6.0,44,509
5128,29,7.0,41,508
5128,1,8.0,96,385
5128,37,9.0,44,511
5128,16,10.0,41,508
5128,27,11.0,45,513
5128,1,12.0,21,66
5128,5,13.0,45,513
5128,25,14.0,44,509
5128,1,15.0,60,532
5128,33,16.0,41,508
5128,35,17.0,45,513
5128,22,18.0,45,513
5128,35,19.0,41,508
5332,35,1.0,185,430
5332,1,2.0,190,416
5332,27,3.0,187,431
5332,0,4.0,188,416
5332,0,5.0,187,426
5332,0,6.0,175,411
5332,1,7.0,192,429
5332,43,8.0,176,429
5332,27,9.0,192,429
5332,20,10.0,187,439
5332,23,11.0,189,432
5332,1,12.0,192,429
5332,1,13.0,188,416
5332,15,14.0,184,418
5332,0,15.0,186,424
5332,1,16.0,185,431
5332,1,17.0,192,429
5332,1,18.0,181,427
5332,37,19.0,198,443
5332,21,20.0,177,424
6051,35,1.0,158,603
6051,17,2.0,155,601
6051,15,3.0,159,602
6051,7,4.0,155,601
6051,37,5.0,161,600
6051,4,6.0,155,601
6051,43,7.0,155,601
6051,18,8.0,162,599
6051,15,9.0,156,620
6051,1,10.0,155,601
6051,14,11.0,159,602
6051,18,12.0,155,601
6051,31,13.0,159,602
6051,16,14.0,155,601
6051,7,15.0,155,601
6051,31,16.0,159,602
6051,37,17.0,187,595
6051,14,18.0,158,599
6051,0,19.0,155,601
6051,22,20.0,159,602
6679,39,1.0,175,430
6679,35,2.0,177,420
6679,21,3.0,179,409
6679,0,4.0,175,410
6679,2,5.0,188,417
6679,15,6.0,192,410
6679,24,7.0,179,420
6679,1,8.0,180,417
6679,35,9.0,192,410
6679,18,10.0,93,388
6679,18,11.0,176,414
6679,3,12.0,191,423
6679,41,13.0,174,409
6679,33,14.0,178,424
6679,0,15.0,180,417
6679,21,16.0,182,435
6679,37,17.0,177,417
6679,14,18.0,176,423
6679,43,19.0,191,423
6679,2,20.0,178,424
6964,3,1.0,176,414
6964,1,2.0,172,415
6964,45,3.0,177,429
6964,35,4.0,176,426
6964,43,5.0,177,429
6964,18,6.0,176,429
6964,33,7.0,179,423
6964,37,8.0,176,429
6964,2,9.0,173,419
6964,17,10.0,177,429
6964,35,11.0,177,429
6964,31,12.0,177,429
6964,18,13.0,177,412
6964,35,14.0,174,422
6964,16,15.0,176,423
6964,16,16.0,177,429
6964,16,17.0,177,429
6964,1,18.0,176,423
6964,17,19.0,177,429
6964,17,20.0,177,429
8848,23,1.0,186,431
8848,2,2.0,177,430
8848,1,3.0,177,427
8848,3,4.0,187,431
8848,1,5.0,177,427
8848,27,6.0,182,431
8848,35,7.0,174,422
8848,2,8.0,176,429
8848,39,9.0,182,422
8848,37,10.0,175,429
8848,19,11.0,182,431
8848,19,12.0,177,424
8848,5,13.0,185,420
8848,0,14.0,187,417
8848,45,15.0,178,427
8848,16,16.0,177,424
8848,14,17.0,185,430
8848,43,18.0,182,428
8848,1,19.0,187,432
8848,15,20.0,191,433
10323,37,1.0,338,313
10323,37,2.0,331,309
10323,11,3.0,358,337
10323,23,4.0,327,310
10323,4,5.0,357,340
10323,24,6.0,357,339
10323,3,7.0,327,310
10323,27,8.0,327,310
10323,9,9.0,358,337
10323,14,10.0,327,310
10323,25,11.0,338,313
10323,1,12.0,325,308
10323,43,13.0,357,340
10323,0,14.0,327,310
10323,2,15.0,322,307
10323,23,16.0,356,341
10323,22,17.0,357,339
10323,23,18.0,353,337
10323,7,19.0,358,337
10323,3,20.0,357,339
11822,45,1.0,178,592
11822,17,2.0,186,600
11822,17,3.0,178,598
11822,1,4.0,190,594
11822,45,5.0,183,595
11822,33,6.0,178,598
11822,17,7.0,178,598
11822,1,8.0,178,595
11822,0,9.0,178,595
11822,14,10.0,199,590
11822,1,11.0,201,591
11822,33,12.0,190,594
11822,1,13.0,183,595
11822,33,14.0,204,585
11822,17,15.0,186,600
11822,17,16.0,178,598
11822,15,17.0,156,602
11822,17,18.0,178,598
11822,43,19.0,185,550
11822,1,20.0,154,569
13199,19,1.0,322,307
13199,18,2.0,323,308
13199,1,3.0,322,308
13199,4,4.0,323,309
13199,20,5.0,322,307
13199,6,6.0,322,308
13199,23,7.0,323,308
13199,3,8.0,322,308
13199,3,9.0,322,308
13199,22,10.0,322,307
13199,1,11.0,322,308
13199,19,12.0,323,308
13199,4,13.0,323,308
13199,2,14.0,322,308
13199,7,15.0,323,308
13199,39,16.0,175,430
13199,7,17.0,321,302
13199,6,18.0,323,308
13199,4,19.0,323,308
13199,19,20.0,323,308
13855,21,3.0,41,515
13855,4,4.0,45,517
13855,39,5.0,79,598
13855,24,6.0,42,514
13855,22,7.0,45,515
13855,16,8.0,45,513
13855,29,9.0,80,607
13855,24,11.0,30,580
13855,24,12.0,45,515
13855,3,13.0,45,515
13855,19,15.0,77,598
13855,41,16.0,30,580
13855,23,20.0,78,601
13855,35,1.0,261,585
13855,21,2.0,36,517
13855,45,10.0,44,509
13855,1,14.0,79,602
13855,21,17.0,43,510
13855,15,18.0,43,510
13855,43,19.0,43,510
14410,19,1.0,51,359
14410,3,2.0,154,409
14410,2,3.0,174,447
14410,33,4.0,176,415
14410,1,5.0,176,441
14410,18,8.0,175,410
14410,19,9.0,178,425
14410,1,10.0,175,410
14410,35,11.0,179,429
14410,0,12.0,154,409
14410,39,13.0,180,414
14410,1,14.0,175,430
14410,1,15.0,156,420
14410,27,16.0,180,414
14410,2,17.0,153,420
14410,18,18.0,184,420
14410,1,19.0,155,405
14410,23,20.0,157,420
14410,19,6.0,51,359
14410,45,7.0,180,414
14427,2,16.0,177,424
14427,3,1.0,176,425
14427,2,2.0,177,424
14427,33,3.0,176,429
14427,1,4.0,175,430
14427,1,5.0,172,416
14427,1,6.0,182,435
14427,24,7.0,175,428
14427,14,8.0,175,428
14427,1,9.0,177,424
14427,3,10.0,173,422
14427,1,11.0,181,427
14427,17,12.0,178,425
14427,1,13.0,177,427
14427,1,14.0,173,422
14427,14,15.0,177,424
14427,5,17.0,176,429
14427,1,18.0,177,427
14427,35,19.0,175,428
14427,25,20.0,177,424
15201,1,2.0,196,446
15201,20,4.0,176,427
15201,3,5.0,176,427
15201,17,6.0,176,427
15201,24,7.0,176,427
15201,20,9.0,181,416
15201,41,10.0,176,427
15201,37,11.0,175,426
15201,39,12.0,176,427
15201,19,13.0,196,446
15201,3,14.0,176,427
15201,45,16.0,176,427
15201,43,18.0,176,427
15201,21,19.0,175,427
15201,0,20.0,176,427
15201,23,1.0,194,440
15201,1,3.0,177,427
15201,33,8.0,181,416
15201,0,15.0,177,427
15201,15,17.0,176,427
15208,31,1.0,172,408
15208,18,2.0,191,415
15208,43,3.0,191,416
15208,35,4.0,191,411
15208,15,5.0,191,411
15208,1,6.0,177,409
15208,15,7.0,191,411
15208,16,8.0,191,411
15208,0,9.0,177,409
15208,43,10.0,196,441
15208,18,11.0,179,425
15208,35,12.0,188,416
15208,19,13.0,177,429
15208,3,14.0,193,439
15208,3,15.0,200,432
15208,29,16.0,177,429
15208,16,17.0,177,429
15208,31,18.0,177,429
15208,18,19.0,176,429
15208,19,20.0,177,429
15368,35,1.0,176,411
15368,22,2.0,177,424
15368,1,3.0,176,429
15368,18,4.0,176,416
15368,22,6.0,176,412
15368,1,7.0,177,416
15368,29,8.0,178,420
15368,3,10.0,176,410
15368,0,12.0,173,409
15368,33,13.0,176,411
15368,39,14.0,182,435
15368,20,16.0,176,412
15368,18,17.0,170,408
15368,39,19.0,171,405
15368,16,20.0,177,411
15368,37,5.0,176,412
15368,24,9.0,183,411
15368,39,11.0,176,412
15368,24,15.0,176,411
15368,39,18.0,176,411
15626,0,3.0,177,409
15626,27,5.0,179,423
15626,5,6.0,176,429
15626,2,7.0,174,422
15626,25,8.0,179,423
15626,14,9.0,179,423
15626,25,10.0,179,423
15626,25,11.0,179,423
15626,37,12.0,179,423
15626,1,13.0,179,423
15626,18,14.0,178,425
15626,1,15.0,179,423
15626,27,16.0,179,423
15626,14,17.0,179,423
15626,17,18.0,177,428
15626,1,19.0,177,420
15626,0,20.0,174,424
15626,3,1.0,154,569
15626,37,2.0,178,429
15626,2,4.0,178,424
15659,19,2.0,176,414
15659,31,3.0,184,419
15659,35,4.0,176,429
15659,18,5.0,177,429
15659,29,6.0,179,425
15659,15,7.0,178,420
15659,22,8.0,194,404
15659,18,9.0,177,404
15659,33,10.0,174,420
15659,17,11.0,191,415
15659,31,12.0,183,412
15659,24,13.0,177,412
15659,1,14.0,178,420
15659,31,15.0,177,420
15659,0,16.0,176,410
15659,17,17.0,178,420
15659,27,18.0,195,407
15659,45,19.0,178,420
15659,22,20.0,194,404
15659,21,1.0,194,404
15994,3,1.0,171,397
15994,18,2.0,191,416
15994,1,3.0,177,427
15994,19,4.0,192,414
15994,27,5.0,175,398
15994,19,6.0,191,416
15994,20,7.0,171,397
15994,39,8.0,177,426
15994,3,10.0,172,400
15994,35,11.0,187,417
15994,17,12.0,195,407
15994,29,13.0,195,407
15994,17,14.0,175,398
15994,18,16.0,191,416
15994,23,17.0,177,426
15994,1,18.0,177,409
15994,19,19.0,191,416
15994,18,20.0,191,416
15994,24,9.0,194,441
15994,27,15.0,172,400
16201,41,2.0,188,432
16201,24,3.0,192,429
16201,16,4.0,182,432
16201,23,5.0,192,429
16201,35,6.0,188,432
16201,18,7.0,188,432
16201,45,8.0,188,432
16201,3,9.0,192,429
16201,18,10.0,188,432
16201,33,11.0,192,429
16201,35,12.0,188,432
16201,23,13.0,192,429
16201,3,14.0,326,309
16201,9,15.0,176,427
16201,3,16.0,174,409
16201,35,17.0,182,432
16201,27,18.0,188,432
16201,1,19.0,184,431
16201,17,20.0,189,432
16201,5,1.0,188,415
17689,20,3.0,201,587
17689,43,7.0,179,581
17689,39,8.0,201,587
17689,2,9.0,202,587
17689,1,10.0,201,587
17689,19,11.0,200,589
17689,5,12.0,206,583
17689,37,13.0,324,309
17689,4,14.0,206,584
17689,39,15.0,201,591
17689,2,16.0,201,587
17689,1,17.0,182,429
17689,29,19.0,200,592
17689,1,20.0,201,591
17689,41,1.0,206,583
17689,22,2.0,206,583
17689,35,4.0,202,587
17689,45,5.0,206,583
17689,22,6.0,202,587
17689,1,18.0,202,587
17736,35,10.0,179,581
17736,29,11.0,193,593
17736,3,12.0,212,581
17736,0,13.0,212,583
17736,31,14.0,179,581
17736,35,1.0,212,583
17736,24,2.0,212,581
17736,29,3.0,211,584
17736,37,4.0,211,583
17736,4,5.0,190,594
17736,45,6.0,211,584
17736,18,7.0,205,581
17736,39,8.0,191,594
17736,23,9.0,212,583
17736,1,15.0,212,583
17736,45,16.0,212,583
17736,37,17.0,191,583
17736,23,18.0,191,582
17736,19,19.0,205,585
17736,22,20.0,191,582
17889,5,1.0,175,417
17889,20,2.0,180,423
17889,19,3.0,178,428
17889,2,4.0,177,416
17889,35,5.0,180,408
17889,0,6.0,172,415
17889,15,7.0,180,408
17889,3,8.0,175,417
17889,3,9.0,175,417
17889,6,10.0,175,417
17889,29,11.0,180,408
17889,20,12.0,180,408
17889,0,13.0,175,417
17889,5,14.0,175,417
17889,4,15.0,175,417
17889,2,16.0,265,496
17889,1,17.0,214,463
17889,33,18.0,180,408
17889,3,19.0,182,435
17889,1,20.0,176,416
18341,22,1.0,175,411
18341,1,2.0,244,279
18341,19,3.0,28,57
18341,22,4.0,28,57
18341,1,5.0,231,278
18341,18,6.0,242,279
18341,43,7.0,28,57
18341,35,8.0,28,57
18341,31,9.0,231,278
18341,33,10.0,28,57
18341,0,11.0,28,57
18341,1,12.0,233,275
18341,0,13.0,244,279
18341,1,14.0,227,279
18341,39,15.0,233,275
18341,21,16.0,261,585
18341,2,17.0,182,422
18341,4,18.0,241,273
18341,2,19.0,227,279
18341,24,20.0,218,289
18635,0,1.0,16,56
18635,35,2.0,28,56
18635,0,3.0,16,56
18635,9,4.0,16,56
18635,20,5.0,30,56
18635,2,6.0,28,56
18635,0,7.0,16,56
18635,17,8.0,16,56
18635,17,9.0,27,60
18635,6,10.0,16,56
18635,45,11.0,22,56
18635,1,12.0,28,56
18635,0,13.0,16,56
18635,11,14.0,16,56
18635,0,15.0,22,56
18635,0,16.0,16,56
18635,1,17.0,22,56
18635,0,18.0,16,56
18635,11,19.0,16,56
18635,35,20.0,28,50
18890,22,1.0,175,411
18890,15,2.0,91,388
18890,31,3.0,172,406
18890,1,4.0,187,410
18890,23,5.0,177,410
18890,39,6.0,182,435
18890,11,7.0,182,435
18890,33,8.0,184,420
18890,31,9.0,180,414
18890,11,10.0,182,435
18890,23,11.0,184,420
18890,37,12.0,180,414
18890,29,13.0,180,414
18890,35,14.0,183,412
18890,21,15.0,175,410
18890,39,16.0,167,412
18890,31,17.0,180,415
18890,33,18.0,174,422
18890,31,19.0,177,408
18890,33,20.0,180,417
20207,0,1.0,202,602
20207,37,2.0,208,602
20207,3,3.0,199,594
20207,31,4.0,211,604
20207,45,5.0,209,603
20207,0,6.0,200,587
20207,1,7.0,209,603
20207,2,8.0,209,603
20207,3,9.0,201,593
20207,43,10.0,199,594
20207,1,11.0,209,603
20207,14,12.0,200,597
20207,37,13.0,199,596
20207,4,14.0,199,593
20207,2,15.0,199,594
20207,2,16.0,209,603
20207,24,17.0,213,605
20207,23,18.0,201,594
20207,45,19.0,195,593
20207,23,20.0,211,604
20519,3,1.0,54,52
20519,19,2.0,54,52
20519,0,3.0,38,58
20519,1,4.0,53,52
20519,0,5.0,60,55
20519,24,6.0,43,56
20519,23,7.0,38,58
20519,9,8.0,53,37
20519,19,9.0,48,55
20519,23,10.0,38,58
20519,3,11.0,38,58
20519,37,12.0,54,46
20519,24,13.0,38,58
20519,18,14.0,21,56
20519,7,15.0,38,58
20519,45,16.0,52,50
20519,24,17.0,33,57
20519,1,18.0,38,58
20519,24,19.0,38,58
20519,5,20.0,38,58
20551,17,19.0,271,353
20551,22,20.0,279,344
20551,23,1.0,241,275
20551,20,9.0,175,430
20551,45,11.0,327,311
20551,1,12.0,271,353
20551,33,15.0,78,16
20551,17,16.0,78,1
20551,45,18.0,78,16
20551,18,2.0,271,353
20551,17,3.0,271,353
20551,1,4.0,271,350
20551,2,5.0,272,354
20551,3,6.0,177,428
20551,23,7.0,270,350
20551,0,8.0,269,353
20551,37,10.0,271,353
20551,35,13.0,322,308
20551,43,14.0,325,309
20551,18,17.0,85,5
20697,35,1.0,180,425
20697,1,3.0,177,419
20697,39,7.0,179,426
20697,0,12.0,179,425
20697,43,13.0,184,420
20697,2,16.0,177,412
20697,22,2.0,176,410
20697,0,4.0,180,417
20697,41,5.0,188,416
20697,13,6.0,176,427
20697,0,8.0,188,416
20697,23,9.0,184,420
20697,1,10.0,178,429
20697,3,11.0,179,429
20697,23,14.0,177,411
20697,43,15.0,180,423
20697,2,17.0,177,424
20697,39,18.0,177,424
20697,2,19.0,178,429
20697,0,20.0,188,416
21827,3,1.0,175,429
21827,3,2.0,172,400
21827,17,3.0,175,398
21827,19,4.0,177,412
21827,1,5.0,177,395
21827,0,6.0,175,410
21827,22,7.0,178,404
21827,3,8.0,171,398
21827,14,9.0,198,384
21827,17,10.0,172,400
21827,27,11.0,172,400
21827,2,12.0,182,422
21827,0,13.0,171,400
21827,0,14.0,78,0
21827,17,15.0,177,409
21827,37,16.0,176,429
21827,2,17.0,231,278
21827,1,18.0,170,415
21827,15,19.0,190,404
21827,37,20.0,184,420
21897,3,1.0,54,52
21897,45,2.0,54,52
21897,2,3.0,53,50
21897,1,4.0,38,58
21897,0,5.0,59,55
21897,24,6.0,43,56
21897,23,7.0,38,58
21897,1,8.0,38,58
21897,4,9.0,41,57
21897,4,10.0,38,58
21897,22,11.0,38,58
21897,1,12.0,38,58
21897,24,13.0,33,57
21897,1,14.0,38,58
21897,11,15.0,41,57
21897,2,16.0,38,58
21897,21,17.0,38,58
21897,35,18.0,75,40
21897,1,19.0,78,4
21897,37,20.0,48,55
23565,17,1.0,241,275
23565,23,2.0,241,274
23565,1,3.0,231,278
23565,41,4.0,239,279
23565,23,5.0,238,282
23565,0,6.0,236,275
23565,15,7.0,226,277
23565,23,8.0,241,275
23565,13,9.0,227,279
23565,13,10.0,227,279
23565,18,11.0,236,283
23565,24,12.0,245,279
23565,18,13.0,241,278
23565,23,14.0,239,279
23565,24,15.0,321,303
23565,19,16.0,247,278
23565,23,17.0,241,278
23565,45,18.0,241,276
23565,23,19.0,241,276
23565,1,20.0,222,289
23570,0,1.0,92,388
23570,18,2.0,207,435
23570,0,4.0,177,395
23570,37,5.0,177,428
23570,3,6.0,175,430
23570,18,8.0,187,432
23570,19,9.0,175,394
23570,24,10.0,179,422
23570,23,11.0,181,415
23570,41,12.0,182,435
23570,24,13.0,92,388
23570,1,14.0,190,416
23570,23,15.0,78,16
23570,16,16.0,177,420
23570,12,17.0,181,415
23570,23,18.0,176,410
23570,33,19.0,179,405
23570,18,20.0,175,428
23570,33,3.0,207,435
23570,43,7.0,172,400
23762,45,1.0,93,388
23762,16,2.0,180,417
23762,0,3.0,178,428
23762,37,4.0,172,406
23762,1,5.0,180,423
23762,35,6.0,177,428
23762,18,7.0,176,410
23762,35,8.0,183,411
23762,45,9.0,155,405
23762,3,10.0,175,410
23762,3,11.0,155,405
23762,1,12.0,184,420
23762,1,13.0,154,409
23762,22,14.0,176,411
23762,2,15.0,176,414
23762,43,16.0,170,413
23762,17,17.0,173,409
23762,43,18.0,176,411
23762,43,19.0,175,410
23762,16,20.0,172,406
24006,1,1.0,192,429
24006,19,2.0,192,429
24006,0,3.0,184,420
24006,19,4.0,184,420
24006,0,10.0,192,429
24006,0,13.0,192,429
24006,21,15.0,177,416
24006,24,16.0,192,415
24006,33,17.0,175,410
24006,18,5.0,175,412
24006,1,6.0,192,429
24006,1,7.0,175,412
24006,9,8.0,175,412
24006,16,9.0,192,429
24006,31,11.0,192,429
24006,5,12.0,175,412
24006,41,14.0,173,408
24006,0,18.0,175,412
24006,39,19.0,175,410
24006,3,20.0,175,412
24531,3,1.0,182,435
24531,39,2.0,177,427
24531,4,3.0,182,435
24531,45,4.0,180,423
24531,23,5.0,176,423
24531,0,6.0,176,423
24531,19,7.0,173,422
24531,20,8.0,200,432
24531,0,9.0,174,422
24531,37,10.0,171,420
24531,33,11.0,177,423
24531,13,12.0,176,423
24531,1,13.0,191,415
24531,33,14.0,171,420
24531,1,15.0,175,430
24531,33,16.0,174,422
24531,18,17.0,171,420
24531,13,18.0,176,423
24531,13,19.0,187,417
24531,1,20.0,175,410
24594,1,1.0,181,427
24594,18,2.0,179,425
24594,3,3.0,176,423
24594,23,4.0,178,424
24594,1,6.0,174,419
24594,16,7.0,176,423
24594,14,9.0,177,427
24594,18,10.0,184,418
24594,6,11.0,176,423
24594,5,13.0,174,420
24594,17,14.0,93,388
24594,0,5.0,187,417
24594,17,8.0,177,424
24594,5,12.0,179,430
24594,14,15.0,93,388
24594,24,16.0,205,407
24594,1,17.0,184,420
24594,31,18.0,176,423
24594,0,19.0,176,423
24594,27,20.0,93,388
24653,43,1.0,79,602
24653,4,2.0,80,605
24653,3,3.0,80,605
24653,7,4.0,80,605
24653,2,5.0,80,605
24653,0,6.0,80,605
24653,15,7.0,79,602
24653,17,8.0,205,596
24653,7,9.0,80,605
24653,45,10.0,79,602
24653,3,11.0,80,605
24653,6,12.0,80,605
24653,0,13.0,80,605
24653,5,14.0,80,605
24653,0,15.0,80,605
24653,2,16.0,79,602
24653,1,17.0,80,605
24653,0,18.0,83,607
24653,0,19.0,80,605
24653,1,20.0,83,607
25205,1,1.0,201,593
25205,33,2.0,183,589
25205,18,3.0,196,592
25205,1,4.0,202,587
25205,0,5.0,199,594
25205,1,6.0,201,587
25205,17,7.0,190,591
25205,1,8.0,202,587
25205,3,9.0,196,592
25205,18,10.0,195,583
25205,33,11.0,185,596
25205,35,12.0,191,590
25205,2,13.0,192,593
25205,1,14.0,198,593
25205,3,15.0,202,587
25205,18,16.0,196,592
25205,18,17.0,201,594
25205,20,18.0,322,308
25205,18,19.0,182,584
25205,1,20.0,201,593
26301,37,2.0,182,587
26301,35,3.0,198,591
26301,2,4.0,190,594
26301,33,5.0,182,585
26301,35,6.0,200,592
26301,39,7.0,182,585
26301,23,12.0,183,589
26301,18,15.0,322,308
26301,1,17.0,186,596
26301,39,1.0,190,594
26301,1,8.0,190,594
26301,0,9.0,178,592
26301,3,10.0,201,587
26301,1,11.0,191,591
26301,5,13.0,193,590
26301,24,14.0,335,314
26301,39,16.0,192,593
26301,1,18.0,202,587
26301,29,19.0,192,593
26301,1,20.0,201,591
28250,18,1.0,187,417
28250,1,2.0,178,424
28250,1,3.0,176,429
28250,18,4.0,187,417
28250,18,5.0,184,420
28250,19,8.0,177,420
28250,37,20.0,176,411
28250,18,6.0,183,411
28250,33,7.0,175,430
28250,35,9.0,184,419
28250,1,10.0,177,407
28250,33,11.0,178,429
28250,35,12.0,178,429
28250,31,13.0,178,429
28250,17,14.0,178,424
28250,11,15.0,181,416
28250,22,16.0,187,417
28250,33,17.0,187,417
28250,41,18.0,175,410
28250,33,19.0,176,410
28662,0,1.0,190,416
28662,1,2.0,186,417
28662,45,3.0,184,420
28662,3,4.0,182,422
28662,45,5.0,190,416
28662,7,6.0,178,424
28662,7,7.0,178,424
28662,6,8.0,178,424
28662,1,9.0,184,420
28662,18,10.0,177,424
28662,21,11.0,184,421
28662,23,12.0,175,430
28662,1,13.0,178,424
28662,17,14.0,192,410
28662,18,15.0,184,420
28662,7,16.0,178,424
28662,24,17.0,192,415
28662,45,18.0,192,415
28662,5,19.0,178,424
