objectID,time_slot,rank,x,y
50001,10,55.0,122.0,41.0
50001,12,55.0,123.0,41.0
50001,25,56.0,120.0,36.0
50001,27,56.0,122.0,41.0
50001,35,57.0,122.0,41.0
50001,13,58.0,122.0,41.0
50001,15,59.0,122.0,40.0
50001,1,60.0,121.0,37.0
50001,2,61.0,121.0,38.0
50002,22,1.0,114.0,33.0
50002,23,2.0,114.0,33.0
50002,23,3.0,114.0,33.0
50002,35,4.0,114.0,33.0
50002,22,5.0,113.0,33.0
50002,23,5.0,113.0,33.0
50002,1,6.0,113.0,33.0
50002,8,6.0,113.0,33.0
50002,21,6.0,113.0,33.0
50002,23,6.0,113.0,33.0
50002,9,7.0,113.0,33.0
50002,34,8.0,113.0,33.0
50002,45,8.0,113.0,33.0
50002,47,9.0,113.0,33.0
50002,21,10.0,113.0,33.0
50002,9,11.0,113.0,33.0
50002,22,11.0,113.0,33.0
50002,23,11.0,113.0,33.0
50002,9,12.0,113.0,33.0
50002,12,12.0,114.0,33.0
50002,17,12.0,113.0,33.0
50002,21,12.0,114.0,33.0
50002,16,13.0,115.0,34.0
50002,46,14.0,113.0,33.0
50002,22,15.0,113.0,33.0
50002,23,16.0,113.0,33.0
50002,23,17.0,113.0,33.0
50002,20,18.0,113.0,33.0
50002,21,18.0,113.0,33.0
50002,10,19.0,113.0,33.0
50002,19,19.0,113.0,33.0
50002,44,20.0,113.0,33.0
50002,44,21.0,113.0,33.0
50002,9,22.0,113.0,33.0
50002,15,22.0,115.0,34.0
50002,23,23.0,113.0,33.0
50002,45,24.0,113.0,33.0
50002,20,25.0,113.0,33.0
50002,10,26.0,115.0,34.0
50002,15,26.0,115.0,34.0
50002,15,27.0,115.0,34.0
50002,40,28.0,115.0,34.0
50002,19,29.0,113.0,33.0
50002,10,30.0,113.0,33.0
50002,21,30.0,113.0,33.0
50002,10,31.0,114.0,34.0
50002,35,32.0,113.0,33.0
50002,36,32.0,113.0,33.0
50002,38,32.0,113.0,33.0
50002,39,32.0,113.0,33.0
50002,44,32.0,113.0,33.0
50002,16,33.0,115.0,34.0
50002,15,34.0,115.0,34.0
50002,9,35.0,113.0,33.0
50002,21,35.0,113.0,33.0
50002,22,36.0,113.0,33.0
50002,23,37.0,113.0,33.0
50002,8,38.0,113.0,33.0
50002,23,38.0,113.0,33.0
50002,45,39.0,113.0,33.0
50002,23,40.0,113.0,33.0
50002,23,41.0,113.0,33.0
50002,22,42.0,115.0,34.0
50002,2,43.0,113.0,33.0
50002,23,44.0,113.0,33.0
50002,42,45.0,113.0,33.0
50002,15,46.0,115.0,34.0
50002,22,47.0,113.0,33.0
50002,10,48.0,115.0,34.0
50002,16,48.0,115.0,34.0
50002,12,49.0,115.0,34.0
50002,20,50.0,114.0,33.0
50002,21,50.0,113.0,33.0
50002,22,50.0,113.0,33.0
50002,0,51.0,113.0,33.0
50002,9,51.0,113.0,33.0
50002,13,51.0,115.0,34.0
50002,20,51.0,115.0,34.0
50002,11,52.0,113.0,33.0
50002,21,52.0,115.0,34.0
50002,45,53.0,113.0,33.0
50002,17,54.0,113.0,33.0
50002,22,54.0,113.0,33.0
50002,0,55.0,113.0,33.0
50002,1,55.0,113.0,33.0
50002,9,55.0,113.0,33.0
50002,21,55.0,113.0,33.0
50002,22,55.0,113.0,33.0
50002,9,56.0,113.0,33.0
50002,21,56.0,113.0,33.0
50002,22,56.0,114.0,33.0
50002,23,56.0,114.0,33.0
50002,9,57.0,113.0,33.0
50002,15,58.0,115.0,34.0
50002,21,58.0,114.0,33.0
50002,28,59.0,114.0,33.0
50002,35,59.0,114.0,33.0
50002,0,60.0,114.0,33.0
50002,1,61.0,114.0,33.0
50002,22,61.0,114.0,33.0
50002,9,62.0,114.0,33.0
50002,15,62.0,115.0,34.0
50002,43,63.0,114.0,33.0
50002,39,64.0,114.0,33.0
50002,46,64.0,114.0,33.0
50002,20,65.0,114.0,33.0
50002,21,65.0,114.0,33.0
50002,22,65.0,114.0,33.0
50002,0,66.0,114.0,33.0
50002,2,66.0,114.0,33.0
50002,9,66.0,114.0,33.0
50002,10,66.0,114.0,33.0
50002,15,66.0,115.0,34.0
50002,17,66.0,115.0,34.0
50002,20,66.0,115.0,34.0
50002,21,66.0,113.0,33.0
50002,9,67.0,114.0,33.0
50002,22,67.0,114.0,33.0
50002,23,67.0,114.0,33.0
50002,0,68.0,114.0,33.0
50002,9,68.0,114.0,33.0
50002,20,68.0,114.0,33.0
50002,9,69.0,114.0,33.0
50003,10,1.0,36.0,18.0
50003,12,2.0,36.0,18.0
50003,12,3.0,36.0,18.0
50003,25,4.0,35.0,18.0
50003,17,5.0,35.0,18.0
50003,12,6.0,36.0,18.0
50003,17,6.0,35.0,18.0
50003,39,7.0,35.0,18.0
50003,3,8.0,36.0,18.0
50003,28,9.0,35.0,18.0
50003,6,10.0,36.0,18.0
50003,14,11.0,36.0,18.0
50003,17,12.0,36.0,18.0
50003,47,13.0,36.0,18.0
50003,17,14.0,36.0,18.0
50003,0,15.0,36.0,18.0
50003,0,16.0,35.0,19.0
50003,15,17.0,35.0,18.0
50003,5,18.0,35.0,18.0
50003,18,18.0,35.0,18.0
50003,30,19.0,35.0,18.0
50003,17,20.0,35.0,18.0
50003,7,21.0,35.0,18.0
50003,30,22.0,35.0,18.0
50003,7,23.0,35.0,18.0
50003,8,24.0,35.0,18.0
50003,32,25.0,35.0,18.0
50003,1,26.0,35.0,18.0
50003,13,27.0,35.0,18.0
50003,18,28.0,35.0,18.0
50003,13,29.0,35.0,18.0
50003,5,30.0,35.0,18.0
50003,21,31.0,35.0,18.0
50003,5,32.0,36.0,18.0
50003,15,33.0,35.0,18.0
50003,11,34.0,35.0,18.0
50003,17,35.0,35.0,18.0
50003,19,36.0,35.0,18.0
50003,1,37.0,35.0,18.0
50003,15,38.0,35.0,18.0
50003,17,38.0,35.0,18.0
50003,13,39.0,35.0,18.0
50003,14,39.0,35.0,18.0
50003,22,39.0,36.0,18.0
50003,2,40.0,35.0,18.0
50003,20,41.0,35.0,18.0
50003,44,42.0,35.0,18.0
50003,19,43.0,35.0,18.0
50003,18,44.0,35.0,18.0
50003,23,45.0,35.0,19.0
50003,16,46.0,35.0,18.0
50003,42,47.0,35.0,18.0
50003,21,48.0,36.0,18.0
50025,18,1.0,124.0,45.0
50025,11,2.0,124.0,45.0
50025,12,2.0,124.0,45.0
50025,15,2.0,124.0,45.0
50025,18,2.0,124.0,45.0
50025,19,2.0,125.0,45.0
50025,18,3.0,124.0,44.0
50025,13,4.0,124.0,44.0
50025,14,4.0,124.0,45.0
50025,19,4.0,124.0,45.0
50025,21,4.0,124.0,44.0
50025,18,5.0,124.0,45.0
50025,21,5.0,124.0,45.0
50025,26,6.0,124.0,44.0
50025,20,7.0,124.0,45.0
50025,13,8.0,124.0,45.0
50025,13,9.0,124.0,44.0
50025,14,9.0,124.0,45.0
50025,16,9.0,124.0,44.0
50025,21,9.0,124.0,45.0
50025,23,9.0,124.0,44.0
50025,15,10.0,124.0,45.0
50025,20,11.0,124.0,45.0
50025,23,11.0,124.0,44.0
50025,17,12.0,124.0,45.0
50025,18,12.0,124.0,44.0
50025,20,12.0,124.0,45.0
50025,23,12.0,124.0,44.0
50025,2,13.0,124.0,44.0
50025,20,13.0,124.0,45.0
50025,23,13.0,124.0,44.0
50025,0,14.0,124.0,44.0
50025,15,14.0,124.0,45.0
50025,21,14.0,124.0,45.0
50025,36,15.0,124.0,45.0
50025,0,16.0,124.0,44.0
50025,41,17.0,124.0,44.0
50025,42,17.0,124.0,44.0
50025,44,17.0,124.0,45.0
50025,46,17.0,124.0,45.0
50025,47,17.0,124.0,45.0
50025,38,18.0,124.0,44.0
50025,40,18.0,124.0,44.0
50025,3,19.0,124.0,44.0
50025,13,20.0,124.0,45.0
50025,19,20.0,125.0,45.0
50025,20,20.0,124.0,45.0
50025,21,20.0,124.0,44.0
50025,21,21.0,124.0,45.0
50025,20,22.0,124.0,45.0
50025,3,23.0,124.0,44.0
50025,11,23.0,124.0,45.0
50025,14,23.0,124.0,45.0
50025,20,23.0,124.0,45.0
50025,47,24.0,125.0,45.0
50025,0,25.0,125.0,45.0
50025,12,25.0,124.0,44.0
50025,11,26.0,124.0,45.0
50025,23,26.0,124.0,45.0
50025,24,27.0,124.0,44.0
50025,26,27.0,124.0,44.0
50025,0,28.0,124.0,44.0
50026,5,1.0,144.0,53.0
50026,37,2.0,144.0,53.0
50026,2,3.0,144.0,53.0
50026,26,4.0,144.0,53.0
50026,1,5.0,144.0,54.0
50026,24,6.0,144.0,53.0
50026,2,7.0,144.0,53.0
50026,2,8.0,144.0,53.0
50026,19,9.0,144.0,53.0
50026,8,10.0,144.0,53.0
50026,8,11.0,144.0,53.0
50026,8,12.0,144.0,53.0
50026,33,13.0,144.0,53.0
50026,40,13.0,144.0,53.0
50026,9,14.0,144.0,53.0
50026,4,15.0,144.0,53.0
50026,30,16.0,144.0,53.0
50026,9,17.0,144.0,53.0
50026,9,18.0,144.0,53.0
50026,10,19.0,144.0,53.0
50026,10,20.0,144.0,53.0
50026,34,21.0,144.0,53.0
50026,14,22.0,144.0,53.0
50026,14,23.0,144.0,53.0
50026,26,24.0,144.0,53.0
50026,7,25.0,144.0,53.0
50028,46,1.0,119.0,37.0
50028,22,2.0,119.0,37.0
50028,26,3.0,119.0,37.0
50028,13,4.0,119.0,37.0
50028,42,5.0,119.0,37.0
50028,18,6.0,119.0,37.0
50028,18,7.0,119.0,37.0
50028,25,8.0,119.0,37.0
50028,8,9.0,119.0,37.0
50028,9,10.0,119.0,37.0
50028,10,11.0,119.0,37.0
50028,35,12.0,119.0,37.0
50028,10,13.0,119.0,37.0
50028,10,14.0,119.0,37.0
50028,34,15.0,119.0,37.0
50028,10,16.0,119.0,37.0
50028,35,17.0,119.0,37.0
50028,12,18.0,119.0,37.0
50028,12,19.0,119.0,37.0
50028,12,20.0,119.0,37.0
50028,21,20.0,119.0,38.0
50028,36,21.0,119.0,37.0
50028,12,22.0,119.0,37.0
50028,12,23.0,119.0,37.0
50028,36,24.0,119.0,37.0
50028,13,25.0,119.0,37.0
50028,11,26.0,119.0,37.0
50028,13,27.0,119.0,37.0
50028,13,28.0,119.0,37.0
50028,37,29.0,119.0,37.0
50028,14,30.0,119.0,37.0
50028,14,31.0,119.0,37.0
50028,37,32.0,119.0,37.0
50028,13,33.0,119.0,37.0
50028,14,34.0,119.0,37.0
50028,14,35.0,119.0,37.0
50028,38,36.0,119.0,37.0
50028,21,37.0,119.0,38.0
50028,14,38.0,119.0,37.0
50028,19,38.0,119.0,37.0
50028,21,38.0,119.0,37.0
50028,39,39.0,119.0,37.0
50028,15,40.0,119.0,37.0
50028,23,41.0,119.0,37.0
50028,17,42.0,119.0,37.0
50028,21,42.0,119.0,37.0
50032,16,1.0,106.0,110.0
50032,38,2.0,104.0,112.0
50032,1,3.0,104.0,112.0
50032,20,3.0,104.0,112.0
50032,10,4.0,105.0,112.0
50032,1,5.0,104.0,112.0
50032,19,5.0,105.0,111.0
50032,17,6.0,105.0,112.0
50032,1,7.0,104.0,112.0
50032,30,8.0,104.0,112.0
50032,45,8.0,104.0,112.0
50032,21,9.0,104.0,112.0
50032,6,10.0,104.0,112.0
50032,11,11.0,104.0,112.0
50032,13,11.0,104.0,112.0
50032,13,12.0,104.0,112.0
50032,36,13.0,104.0,112.0
50032,42,13.0,104.0,112.0
50032,13,14.0,104.0,112.0
50032,14,15.0,104.0,112.0
50032,22,15.0,104.0,112.0
50032,13,16.0,104.0,112.0
50032,15,17.0,104.0,112.0
50032,18,18.0,105.0,112.0
50032,0,19.0,104.0,112.0
50032,47,20.0,114.0,129.0
50032,2,21.0,104.0,112.0
50032,2,22.0,104.0,112.0
50032,11,23.0,104.0,112.0
50032,18,23.0,105.0,112.0
50032,3,24.0,104.0,112.0
50032,27,25.0,104.0,112.0
50032,3,26.0,104.0,112.0
50032,22,27.0,104.0,112.0
50032,3,28.0,104.0,112.0
50032,27,29.0,104.0,112.0
50032,14,30.0,105.0,112.0
50032,15,31.0,105.0,112.0
50032,16,32.0,105.0,112.0
50032,36,33.0,104.0,112.0
50032,38,33.0,104.0,112.0
50032,40,34.0,104.0,112.0
50032,0,35.0,104.0,112.0
50032,17,35.0,105.0,112.0
50032,19,36.0,105.0,112.0
50032,44,37.0,104.0,112.0
50032,22,38.0,104.0,112.0
50032,43,39.0,104.0,112.0
50032,19,40.0,105.0,112.0
50032,1,41.0,104.0,112.0
50032,25,42.0,104.0,112.0
50032,2,43.0,104.0,112.0
50032,2,44.0,104.0,112.0
50032,18,44.0,105.0,112.0
50032,19,44.0,104.0,112.0
50032,21,44.0,104.0,112.0
50032,2,45.0,104.0,112.0
50032,2,46.0,104.0,112.0
50032,26,47.0,104.0,112.0
50032,2,48.0,104.0,112.0
50032,14,48.0,105.0,112.0
50032,2,49.0,104.0,112.0
50032,19,50.0,105.0,112.0
50032,0,51.0,104.0,112.0
50032,3,51.0,104.0,112.0
50032,27,52.0,104.0,112.0
50032,11,53.0,105.0,112.0
50032,3,54.0,104.0,112.0
50032,23,55.0,104.0,112.0
50032,3,56.0,104.0,112.0
50032,27,57.0,104.0,112.0
50032,3,58.0,104.0,112.0
50032,3,59.0,104.0,112.0
50032,3,60.0,104.0,112.0
50032,39,61.0,104.0,112.0
50032,27,62.0,104.0,112.0
50032,3,63.0,104.0,112.0
50032,4,64.0,104.0,112.0
50032,28,65.0,104.0,112.0
50032,28,66.0,104.0,112.0
50032,44,66.0,104.0,112.0
50032,4,67.0,104.0,112.0
50032,11,67.0,105.0,112.0
50032,4,68.0,104.0,112.0
50032,4,69.0,104.0,112.0
50032,28,70.0,104.0,112.0
50032,18,71.0,105.0,112.0
50032,4,72.0,104.0,112.0
50032,10,72.0,105.0,112.0
50032,4,73.0,104.0,112.0
50032,29,74.0,104.0,112.0
50032,37,74.0,104.0,112.0
50032,5,75.0,104.0,112.0
50032,19,76.0,105.0,112.0
50032,5,77.0,104.0,112.0
50032,10,77.0,105.0,112.0
50032,5,78.0,104.0,112.0
50032,16,78.0,105.0,112.0
50032,29,79.0,104.0,112.0
50032,5,80.0,104.0,112.0
50032,11,81.0,104.0,112.0
50032,17,81.0,104.0,112.0
50032,20,81.0,104.0,112.0
50032,5,82.0,104.0,112.0
50032,15,82.0,105.0,112.0
50032,19,82.0,105.0,112.0
50032,22,83.0,104.0,112.0
50032,30,84.0,104.0,112.0
50032,6,85.0,104.0,112.0
50032,22,85.0,104.0,112.0
50032,23,85.0,104.0,112.0
50032,0,86.0,104.0,112.0
50032,6,86.0,104.0,112.0
50032,14,87.0,104.0,112.0
50032,7,88.0,104.0,112.0
50032,7,89.0,104.0,112.0
50032,31,90.0,104.0,112.0
50032,7,91.0,104.0,112.0
50032,14,91.0,105.0,112.0
50032,15,91.0,105.0,112.0
50032,23,91.0,104.0,112.0
50032,0,92.0,104.0,112.0
50032,21,92.0,104.0,112.0
50032,10,93.0,105.0,112.0
50032,26,94.0,104.0,112.0
50032,44,95.0,105.0,114.0
50032,46,95.0,104.0,112.0
50032,2,96.0,104.0,112.0
50032,2,97.0,104.0,112.0
50032,22,97.0,104.0,112.0
50032,16,98.0,105.0,112.0
50032,2,99.0,104.0,112.0
50032,11,99.0,105.0,112.0
50032,26,100.0,104.0,112.0
50032,23,101.0,104.0,112.0
50032,2,102.0,104.0,112.0
50032,3,103.0,104.0,112.0
50032,17,103.0,105.0,112.0
50032,27,104.0,104.0,112.0
50032,3,105.0,104.0,112.0
50032,18,106.0,105.0,112.0
50032,3,107.0,104.0,112.0
50032,12,107.0,105.0,112.0
50032,3,108.0,104.0,112.0
50032,27,109.0,104.0,112.0
50032,45,109.0,104.0,112.0
50032,5,110.0,104.0,112.0
50032,18,111.0,105.0,112.0
50032,23,111.0,104.0,112.0
50032,1,112.0,104.0,112.0
50032,23,112.0,104.0,112.0
50032,10,113.0,105.0,112.0
50032,11,113.0,105.0,112.0
50032,25,114.0,104.0,112.0
50032,1,115.0,104.0,112.0
50032,14,115.0,105.0,112.0
50032,15,115.0,105.0,112.0
50032,1,116.0,104.0,112.0
50032,2,117.0,104.0,112.0
50032,27,118.0,104.0,112.0
50032,4,119.0,104.0,112.0
50032,14,119.0,105.0,112.0
50032,20,119.0,104.0,112.0
50032,4,120.0,104.0,112.0
50035,23,1.0,119.0,38.0
50035,24,2.0,118.0,37.0
50035,12,3.0,121.0,37.0
50035,45,4.0,119.0,38.0
50035,11,5.0,119.0,38.0
50035,12,5.0,118.0,37.0
50035,14,6.0,121.0,37.0
50035,11,7.0,118.0,37.0
50035,12,7.0,119.0,38.0
50035,15,8.0,121.0,37.0
50035,12,9.0,121.0,37.0
50035,43,10.0,121.0,37.0
50035,10,11.0,119.0,38.0
50035,12,11.0,119.0,38.0
50035,20,12.0,118.0,37.0
50035,22,13.0,118.0,37.0
50035,42,14.0,119.0,38.0
50035,11,15.0,118.0,37.0
50035,12,15.0,121.0,37.0
50035,23,15.0,119.0,38.0
50035,24,16.0,119.0,38.0
50035,15,17.0,121.0,37.0
50035,13,18.0,121.0,37.0
50035,16,19.0,119.0,38.0
50035,20,19.0,119.0,38.0
50035,23,20.0,119.0,38.0
50035,11,21.0,118.0,37.0
50035,34,22.0,118.0,37.0
50035,36,22.0,120.0,37.0
50035,37,22.0,118.0,37.0
50035,12,23.0,118.0,36.0
50035,14,23.0,121.0,37.0
50035,14,24.0,121.0,37.0
50035,13,25.0,118.0,37.0
50035,41,26.0,119.0,38.0
50035,14,27.0,123.0,35.0
50035,23,28.0,119.0,38.0
50035,11,29.0,121.0,37.0
50035,35,30.0,119.0,38.0
50035,38,30.0,121.0,37.0
50035,46,30.0,119.0,38.0
50035,11,31.0,118.0,37.0
50035,22,32.0,118.0,37.0
50035,0,33.0,119.0,38.0
50035,1,33.0,119.0,38.0
50035,18,33.0,121.0,37.0
50035,46,34.0,118.0,37.0
50035,14,35.0,119.0,38.0
50035,17,36.0,121.0,37.0
50035,15,37.0,119.0,38.0
50035,15,38.0,121.0,37.0
50035,18,38.0,121.0,37.0
50035,20,38.0,121.0,37.0
50035,12,39.0,119.0,38.0
50035,10,40.0,119.0,38.0
50035,0,41.0,119.0,38.0
50035,22,41.0,119.0,38.0
50035,43,42.0,119.0,38.0
50035,16,43.0,119.0,38.0
50035,21,43.0,118.0,37.0
50035,2,44.0,119.0,38.0
50035,17,45.0,121.0,37.0
50035,16,46.0,121.0,37.0
50035,12,47.0,119.0,37.0
50035,11,48.0,119.0,38.0
50035,19,48.0,121.0,37.0
50035,11,49.0,119.0,38.0
50035,22,49.0,119.0,38.0
50035,18,50.0,121.0,37.0
50035,19,50.0,121.0,37.0
50035,10,51.0,119.0,38.0
50035,19,52.0,121.0,37.0
50035,13,53.0,121.0,37.0
50035,13,54.0,121.0,37.0
50035,18,54.0,121.0,37.0
50035,35,55.0,119.0,38.0
50035,45,56.0,119.0,38.0
50035,15,57.0,119.0,38.0
50035,15,58.0,121.0,37.0
50035,16,58.0,121.0,37.0
50035,18,59.0,119.0,38.0
50035,15,60.0,121.0,37.0
50035,17,60.0,121.0,37.0
50035,0,61.0,119.0,38.0
50035,16,62.0,121.0,37.0
50035,20,62.0,121.0,37.0
50035,45,63.0,121.0,37.0
50035,47,63.0,119.0,38.0
50035,15,64.0,121.0,37.0
50035,19,64.0,121.0,37.0
50035,12,65.0,119.0,37.0
50035,20,65.0,121.0,37.0
50035,14,66.0,121.0,37.0
50035,18,66.0,121.0,37.0
50035,11,67.0,119.0,38.0
50035,18,67.0,121.0,37.0
50035,42,68.0,121.0,37.0
50035,15,69.0,121.0,37.0
50035,16,69.0,121.0,37.0
50035,15,70.0,121.0,37.0
50035,44,71.0,121.0,37.0
50035,21,72.0,118.0,37.0
50035,17,73.0,121.0,37.0
50035,41,74.0,121.0,37.0
50035,19,75.0,119.0,38.0
50035,12,76.0,119.0,38.0
50035,17,76.0,118.0,37.0
50035,17,77.0,121.0,37.0
50035,39,78.0,122.0,35.0
50036,12,1.0,33.0,16.0
50036,16,1.0,33.0,16.0
50036,17,1.0,33.0,16.0
50036,23,1.0,34.0,14.0
50036,12,2.0,33.0,16.0
50036,19,2.0,33.0,16.0
50036,22,2.0,34.0,14.0
50036,19,3.0,33.0,16.0
50036,11,4.0,33.0,16.0
50036,8,5.0,33.0,16.0
50036,17,5.0,33.0,16.0
50036,11,6.0,33.0,16.0
50036,12,6.0,33.0,16.0
50036,9,7.0,33.0,16.0
50036,0,8.0,34.0,14.0
50036,8,9.0,33.0,16.0
50036,35,10.0,34.0,14.0
50036,9,11.0,33.0,16.0
50036,17,11.0,33.0,16.0
50036,16,12.0,33.0,16.0
50036,8,13.0,33.0,16.0
50036,12,14.0,33.0,16.0
50036,9,15.0,33.0,16.0
50036,10,15.0,33.0,16.0
50036,8,16.0,33.0,16.0
50036,12,16.0,33.0,16.0
50036,15,16.0,33.0,16.0
50036,13,17.0,33.0,16.0
50036,9,18.0,33.0,16.0
50036,15,19.0,33.0,16.0
50036,22,20.0,34.0,14.0
50036,9,21.0,33.0,16.0
50036,15,21.0,33.0,16.0
50036,7,22.0,34.0,14.0
50036,14,22.0,33.0,16.0
50036,15,22.0,33.0,16.0
50036,16,22.0,33.0,16.0
50036,18,23.0,33.0,16.0
50036,11,24.0,33.0,16.0
50036,23,24.0,34.0,14.0
50036,12,25.0,33.0,16.0
50036,16,25.0,33.0,16.0
50036,9,26.0,33.0,16.0
50036,2,27.0,34.0,14.0
50036,8,28.0,33.0,16.0
50036,12,29.0,33.0,16.0
50036,9,30.0,34.0,14.0
50036,12,31.0,33.0,16.0
50036,13,31.0,34.0,14.0
50036,23,32.0,34.0,14.0
50036,7,33.0,34.0,14.0
50036,16,33.0,33.0,16.0
50036,8,34.0,33.0,16.0
50036,22,35.0,34.0,14.0
50036,9,36.0,33.0,16.0
50036,14,37.0,33.0,16.0
50036,15,37.0,33.0,16.0
50036,9,38.0,33.0,16.0
50036,9,39.0,33.0,16.0
50036,14,39.0,33.0,16.0
50036,20,39.0,34.0,14.0
50036,19,40.0,34.0,14.0
50036,20,40.0,34.0,14.0
50036,23,40.0,34.0,14.0
50036,10,41.0,33.0,16.0
50036,15,41.0,33.0,16.0
50036,16,41.0,33.0,16.0
50036,19,41.0,34.0,14.0
50036,16,42.0,33.0,16.0
50036,17,42.0,33.0,16.0
50036,44,43.0,34.0,14.0
50036,7,44.0,34.0,14.0
50036,8,45.0,33.0,16.0
50036,14,45.0,33.0,16.0
50036,21,45.0,34.0,14.0
50036,21,46.0,34.0,14.0
50036,26,47.0,34.0,14.0
50036,35,47.0,34.0,14.0
50036,38,47.0,35.0,14.0
50036,13,48.0,33.0,16.0
50036,17,48.0,33.0,16.0
50036,12,49.0,33.0,16.0
50036,13,49.0,33.0,16.0
50036,0,50.0,34.0,14.0
50036,8,51.0,33.0,16.0
50036,35,52.0,34.0,14.0
50036,12,53.0,33.0,16.0
50036,15,53.0,33.0,16.0
50036,8,54.0,33.0,16.0
50036,36,55.0,34.0,14.0
50036,37,55.0,34.0,14.0
50036,34,56.0,34.0,14.0
50036,36,56.0,34.0,14.0
