userid,timeslot,rank,x,y
278,16,16.0,131,16
289,3,12.0,128,6
289,3,13.0,128,6
289,9,1.0,46,77
289,13,2.0,133,4
289,20,3.0,128,7
289,15,4.0,45,75
289,45,5.0,47,77
289,0,6.0,49,78
289,9,7.0,47,78
289,23,8.0,45,77
289,0,9.0,42,66
289,1,10.0,38,73
289,37,11.0,22,73
289,0,14.0,49,77
289,23,15.0,42,73
289,24,16.0,42,73
289,5,17.0,46,77
289,43,18.0,47,77
289,19,19.0,133,59
289,1,20.0,48,78
296,1,8.0,129,7
296,41,10.0,129,7
296,31,11.0,129,7
296,16,13.0,129,7
296,29,14.0,129,7
296,21,15.0,129,8
296,7,16.0,128,7
296,24,17.0,129,5
296,17,18.0,129,7
296,1,19.0,129,5
296,1,20.0,128,6
296,3,1.0,128,5
296,35,2.0,128,6
296,43,3.0,128,5
296,1,4.0,128,7
296,18,5.0,129,6
296,35,6.0,128,6
296,3,7.0,128,5
296,35,9.0,128,6
296,17,12.0,128,7
302,20,1.0,66,47
302,37,2.0,64,49
302,35,3.0,47,78
302,1,4.0,128,6
302,16,5.0,128,6
302,2,6.0,128,6
302,1,7.0,128,6
302,5,8.0,128,7
302,21,9.0,128,6
302,2,10.0,128,7
302,0,11.0,129,6
302,1,12.0,128,7
302,0,13.0,128,7
302,3,14.0,128,6
302,1,15.0,128,6
302,0,16.0,128,6
302,3,17.0,129,6
302,0,18.0,128,6
302,1,19.0,128,6
302,1,20.0,128,7
309,5,13.0,131,7
309,31,14.0,129,8
309,24,9.0,131,7
309,3,10.0,128,6
309,3,11.0,129,8
309,2,12.0,129,6
309,23,15.0,128,5
309,18,16.0,128,5
309,15,17.0,128,6
309,16,18.0,131,7
309,0,19.0,129,6
309,41,20.0,129,7
309,16,1.0,128,6
309,3,2.0,128,6
309,18,3.0,128,5
309,0,4.0,128,5
309,1,5.0,128,6
309,1,6.0,128,6
309,0,7.0,129,4
309,29,8.0,128,6
374,1,1.0,129,8
374,41,2.0,129,8
374,27,4.0,129,7
374,37,5.0,129,7
374,43,6.0,129,7
374,5,7.0,129,8
374,0,8.0,129,7
374,1,9.0,129,8
374,20,10.0,129,8
374,31,11.0,129,7
374,15,12.0,129,7
374,1,13.0,129,7
374,1,14.0,129,8
374,0,15.0,129,8
374,1,16.0,129,7
374,7,17.0,128,7
374,16,18.0,129,7
374,29,19.0,129,7
374,1,20.0,129,7
374,35,3.0,128,6
481,35,1.0,128,5
481,1,2.0,128,4
481,0,3.0,129,7
481,7,4.0,129,4
481,2,5.0,128,6
481,19,6.0,128,5
481,31,7.0,128,5
481,45,8.0,129,6
481,13,9.0,128,5
481,35,10.0,128,5
481,0,11.0,128,5
481,13,12.0,128,5
481,12,13.0,128,5
481,13,14.0,128,5
481,18,15.0,128,7
481,17,16.0,128,5
481,39,17.0,128,6
481,1,18.0,128,5
481,13,19.0,128,5
481,0,20.0,128,5
524,7,1.0,129,8
524,10,2.0,129,8
524,7,3.0,129,8
524,16,4.0,128,7
524,43,5.0,129,8
524,18,6.0,129,8
524,37,7.0,129,8
524,7,8.0,129,8
524,35,9.0,129,7
524,2,10.0,130,8
524,29,11.0,129,7
524,35,12.0,129,8
524,22,13.0,134,8
524,3,14.0,134,8
524,35,15.0,128,6
524,29,16.0,128,7
524,41,17.0,133,4
524,3,18.0,129,7
524,22,19.0,129,8
524,21,20.0,134,8
559,31,3.0,47,78
559,43,5.0,48,80
559,0,9.0,48,77
559,3,10.0,48,78
559,43,11.0,48,77
559,23,12.0,48,77
559,23,14.0,48,77
559,22,15.0,48,79
559,4,16.0,48,79
559,45,17.0,52,74
559,45,18.0,48,78
559,2,19.0,48,78
559,18,1.0,49,77
559,1,2.0,48,79
559,15,4.0,50,78
559,23,6.0,50,78
559,20,7.0,50,78
559,27,8.0,50,78
559,23,13.0,54,72
559,41,20.0,50,78
564,39,8.0,133,4
564,15,9.0,129,7
564,45,10.0,129,8
564,5,11.0,129,7
564,23,13.0,129,7
564,3,14.0,129,7
564,41,15.0,133,4
564,0,16.0,128,6
564,12,17.0,129,7
564,3,18.0,129,7
564,21,1.0,133,4
564,39,2.0,129,7
564,0,3.0,129,7
564,9,4.0,133,4
564,1,5.0,129,7
564,15,6.0,128,7
564,25,7.0,129,7
564,39,19.0,133,4
564,33,20.0,172,22
564,13,12.0,133,4
628,41,20.0,129,8
628,18,1.0,130,10
628,2,2.0,129,8
628,18,3.0,130,9
628,21,4.0,130,9
628,22,5.0,129,8
628,29,6.0,129,8
628,18,7.0,128,7
628,35,8.0,128,7
628,20,9.0,130,10
628,41,10.0,130,10
628,33,12.0,130,10
628,13,13.0,129,5
628,23,14.0,130,10
628,37,15.0,130,10
628,43,16.0,130,10
628,20,17.0,130,10
628,37,18.0,129,8
628,5,19.0,130,9
628,23,11.0,130,9
679,17,18.0,128,6
679,2,19.0,128,6
679,41,2.0,128,6
679,1,3.0,128,6
679,19,4.0,128,6
679,33,7.0,128,6
679,1,8.0,132,7
679,45,13.0,128,6
679,37,14.0,128,6
679,27,15.0,128,6
679,39,16.0,128,6
679,37,17.0,128,6
679,18,20.0,128,6
679,31,1.0,128,6
679,21,5.0,128,6
679,16,6.0,128,6
679,19,9.0,128,6
679,29,10.0,128,6
679,19,11.0,128,6
679,20,12.0,128,6
845,13,20.0,128,5
845,14,7.0,128,5
845,1,10.0,129,4
845,20,11.0,128,5
845,16,12.0,128,5
845,18,14.0,128,5
845,39,15.0,129,4
845,37,17.0,129,4
845,31,18.0,128,5
845,33,19.0,128,5
845,31,1.0,129,4
845,12,2.0,129,4
845,12,3.0,129,4
845,14,4.0,128,5
845,12,5.0,129,4
845,19,6.0,128,5
845,20,8.0,129,5
845,24,9.0,128,5
845,45,13.0,129,7
845,35,16.0,128,6
900,14,1.0,128,7
900,27,2.0,128,6
900,1,3.0,129,6
900,15,4.0,128,6
900,31,5.0,128,7
900,3,6.0,128,6
900,3,7.0,129,6
900,37,8.0,129,4
900,33,9.0,128,5
900,0,10.0,128,6
900,13,11.0,128,7
900,2,12.0,128,7
900,45,13.0,129,8
900,16,14.0,129,7
900,1,15.0,129,8
900,13,16.0,129,7
900,13,17.0,128,7
900,25,18.0,129,8
900,17,19.0,129,8
900,13,20.0,129,7
1111,1,1.0,129,8
1111,33,2.0,129,8
1111,0,3.0,129,8
1111,7,4.0,129,6
1111,1,5.0,129,7
1111,6,6.0,129,8
1111,6,7.0,129,8
1111,27,8.0,129,6
1111,9,9.0,128,6
1111,0,10.0,128,6
1111,45,11.0,128,6
1111,18,12.0,129,8
1111,4,13.0,128,7
1111,6,14.0,129,8
1111,31,15.0,129,8
1111,16,16.0,129,7
1111,2,17.0,129,7
1111,33,18.0,129,8
1111,18,19.0,129,7
1111,0,20.0,129,8
1139,37,1.0,128,6
1139,1,2.0,128,6
1139,9,3.0,128,6
1139,43,4.0,128,6
1139,3,5.0,129,7
1139,1,6.0,128,6
1139,3,7.0,129,6
1139,1,8.0,129,6
1139,7,9.0,129,6
1139,33,10.0,128,6
1139,1,11.0,128,6
1139,7,12.0,131,7
1139,41,13.0,128,6
1139,7,14.0,131,7
1139,3,15.0,129,6
1139,3,16.0,128,6
1139,7,17.0,128,6
1139,1,18.0,128,6
1139,3,19.0,128,6
1139,9,20.0,131,7
1152,22,20.0,133,4
1152,23,1.0,130,8
1152,3,2.0,129,7
1152,1,3.0,129,7
1152,41,4.0,129,7
1152,0,5.0,129,7
1152,0,6.0,128,7
1152,2,7.0,131,7
1152,1,8.0,129,7
1152,1,9.0,128,6
1152,0,10.0,133,4
1152,39,11.0,129,7
1152,15,12.0,129,7
1152,0,13.0,129,8
1152,15,14.0,130,7
1152,15,15.0,129,7
1152,1,16.0,129,7
1152,5,17.0,129,7
1152,41,18.0,133,5
1152,2,19.0,128,7
1160,21,5.0,133,4
1160,5,6.0,133,4
1160,25,15.0,129,8
1160,37,16.0,20,71
1160,5,17.0,129,8
1160,23,19.0,134,8
1160,20,20.0,128,6
1160,20,1.0,133,4
1160,22,2.0,137,6
1160,21,3.0,133,4
1160,7,4.0,133,4
1160,23,7.0,128,6
1160,9,8.0,129,6
1160,15,9.0,135,4
1160,4,10.0,128,7
1160,43,11.0,128,7
1160,33,12.0,129,9
1160,0,13.0,128,6
1160,1,14.0,128,6
1160,16,18.0,139,7
1285,24,2.0,128,6
1285,18,3.0,129,8
1285,1,4.0,129,7
1285,3,5.0,129,7
1285,2,6.0,128,6
1285,2,7.0,129,7
1285,41,8.0,129,7
1285,5,9.0,129,8
1285,0,10.0,128,6
1285,22,11.0,128,6
1285,1,12.0,128,6
1285,0,13.0,128,6
1285,19,14.0,129,8
1285,0,16.0,129,7
1285,22,17.0,129,7
1285,35,18.0,129,7
1285,39,19.0,128,6
1285,39,20.0,133,4
1285,9,1.0,129,7
1285,35,15.0,133,4
1343,25,1.0,133,4
1343,1,2.0,129,6
1343,21,4.0,129,6
1343,8,5.0,129,7
1343,43,6.0,129,6
1343,3,7.0,128,6
1343,39,8.0,128,7
1343,25,9.0,130,7
1343,4,11.0,131,7
1343,45,12.0,128,6
1343,4,14.0,128,7
1343,22,15.0,128,6
1343,6,18.0,128,6
1343,37,19.0,128,6
1343,3,20.0,129,7
1343,15,3.0,129,8
1343,2,10.0,128,6
1343,24,13.0,129,7
1343,5,16.0,129,6
1343,15,17.0,129,6
1506,1,17.0,129,6
1506,18,18.0,129,6
1506,1,19.0,129,6
1506,21,1.0,129,6
1506,41,2.0,129,6
1506,5,3.0,129,6
1506,33,4.0,129,6
1506,3,5.0,129,6
1506,3,6.0,129,6
1506,2,7.0,129,6
1506,25,8.0,129,6
1506,35,9.0,129,6
1506,21,10.0,129,6
1506,2,11.0,129,6
1506,35,12.0,129,6
1506,35,13.0,129,7
1506,7,14.0,129,6
1506,21,15.0,128,6
1506,17,16.0,129,6
1506,1,20.0,128,6
1581,37,2.0,131,23
1581,35,3.0,131,23
1581,12,4.0,131,20
1581,43,5.0,128,6
1581,21,6.0,129,7
1581,13,7.0,129,6
1581,13,8.0,129,6
1581,39,9.0,131,16
1581,12,10.0,129,6
1581,0,11.0,129,7
1581,21,12.0,131,20
1581,13,13.0,129,7
1581,15,14.0,129,7
1581,3,15.0,131,23
1581,17,16.0,129,4
1581,43,17.0,129,7
1581,12,18.0,129,6
1581,29,19.0,129,7
1581,20,20.0,134,20
1581,25,1.0,129,6
1676,4,1.0,128,6
1676,16,2.0,128,7
1676,7,3.0,129,6
1676,16,4.0,128,6
1676,29,5.0,128,6
1676,3,6.0,128,5
1676,43,7.0,128,6
1676,5,8.0,129,7
1676,0,9.0,129,7
1676,16,10.0,129,6
1676,20,11.0,128,6
1676,0,12.0,128,5
1676,0,13.0,128,7
1676,0,14.0,128,5
1676,15,15.0,128,5
1676,37,16.0,128,6
1676,7,17.0,128,5
1676,1,18.0,129,7
1676,0,19.0,128,6
1676,1,20.0,128,7
1747,24,1.0,129,6
1747,41,2.0,129,6
1747,16,3.0,129,6
1747,3,4.0,129,5
1747,3,5.0,130,5
1747,33,6.0,129,6
1747,3,7.0,129,5
1747,14,8.0,129,6
1747,3,9.0,129,6
1747,1,10.0,129,6
1747,5,11.0,129,6
1747,1,12.0,129,5
1747,29,13.0,129,6
1747,3,14.0,129,5
1747,22,15.0,129,6
1747,16,16.0,129,6
1747,27,17.0,129,6
1747,1,18.0,129,6
1747,43,19.0,129,6
1747,18,20.0,129,6
1773,3,1.0,133,63
1773,43,2.0,133,64
1773,39,3.0,133,64
1773,17,4.0,134,63
1773,33,5.0,133,63
1773,45,6.0,134,66
1773,13,7.0,133,64
1773,14,8.0,130,68
1773,17,9.0,133,66
1773,19,10.0,133,63
1773,33,11.0,134,63
1773,25,12.0,133,63
1773,22,13.0,134,67
1773,1,14.0,134,66
1773,33,15.0,130,68
1773,35,16.0,133,63
1773,2,17.0,133,63
1773,22,18.0,131,68
1773,0,19.0,134,66
1773,33,20.0,134,69
2003,29,1.0,129,6
2003,0,2.0,129,6
2003,0,3.0,128,6
2003,17,20.0,129,6
2003,0,4.0,128,6
2003,1,5.0,128,6
2003,3,6.0,131,7
2003,3,7.0,129,6
2003,43,8.0,129,6
2003,1,9.0,129,7
2003,0,10.0,130,10
2003,16,11.0,129,6
2003,18,12.0,129,7
2003,0,13.0,130,10
2003,0,14.0,129,7
2003,22,15.0,129,6
2003,1,16.0,131,7
2003,0,17.0,129,6
2003,25,18.0,129,6
2003,18,19.0,133,4
2005,27,1.0,128,5
2005,3,2.0,128,7
2005,18,3.0,128,5
2005,4,4.0,128,5
2005,27,5.0,129,5
2005,3,6.0,128,6
2005,1,7.0,128,6
2005,31,8.0,128,6
2005,33,9.0,128,5
2005,5,10.0,128,5
2005,2,11.0,128,5
2005,0,12.0,128,6
2005,1,13.0,128,5
2005,0,14.0,128,5
2005,29,15.0,128,6
2005,45,16.0,128,6
2005,6,17.0,128,6
2005,11,18.0,128,6
2005,16,19.0,128,6
2005,0,20.0,128,7
2051,39,1.0,129,7
2051,0,2.0,129,7
2051,7,3.0,129,7
2051,18,4.0,128,6
2051,1,5.0,128,6
2051,15,6.0,129,7
2051,17,7.0,129,7
2051,27,8.0,129,7
2051,7,9.0,129,7
2051,25,10.0,129,7
2051,29,11.0,129,7
2051,15,12.0,129,7
2051,13,13.0,129,7
2051,1,14.0,129,7
2051,25,15.0,129,7
2051,22,16.0,129,7
2051,3,17.0,129,7
2051,31,18.0,128,6
2051,35,19.0,128,6
2051,31,20.0,129,7
2122,1,12.0,164,11
2122,25,13.0,128,6
2122,3,14.0,129,6
2122,3,15.0,129,6
2122,3,16.0,129,6
2122,29,17.0,128,6
2122,25,18.0,128,6
2122,15,19.0,129,6
2122,0,1.0,128,6
2122,2,2.0,128,6
2122,2,3.0,129,6
2122,6,4.0,129,6
2122,1,5.0,128,6
2122,45,6.0,129,6
2122,1,7.0,129,6
2122,14,8.0,129,6
2122,25,9.0,128,6
2122,45,10.0,128,6
2122,45,11.0,128,6
2122,20,20.0,128,6
2152,16,19.0,128,7
2152,16,20.0,129,7
2152,15,1.0,134,63
2152,15,2.0,129,7
2152,37,3.0,128,7
2152,1,4.0,128,7
2152,16,5.0,128,6
2152,25,6.0,129,7
2152,15,8.0,135,63
2152,18,11.0,129,7
2152,22,12.0,129,7
2152,0,13.0,129,7
2152,17,14.0,129,7
2152,27,16.0,128,6
2152,17,17.0,128,7
2152,25,18.0,128,6
2152,18,7.0,129,5
2152,45,9.0,128,6
2152,14,10.0,129,7
2152,17,15.0,129,7
2210,23,1.0,128,5
2210,24,2.0,129,7
2210,1,3.0,129,7
2210,5,4.0,128,7
2210,1,5.0,128,6
2210,3,6.0,128,6
2210,2,7.0,128,7
2210,24,8.0,128,7
2210,0,9.0,129,7
2210,21,10.0,129,7
2210,17,11.0,128,7
2210,22,12.0,128,7
2210,35,13.0,131,7
2210,4,14.0,131,7
2210,31,15.0,128,5
2210,5,16.0,129,7
2210,12,17.0,131,7
2210,45,18.0,128,7
2210,17,19.0,128,5
2210,29,20.0,129,6
2225,22,1.0,128,7
2225,4,2.0,128,7
2225,1,3.0,129,6
2225,4,4.0,129,6
2225,0,5.0,129,4
2225,33,6.0,128,6
2225,1,7.0,128,7
2225,1,8.0,128,7
2225,0,9.0,128,7
2225,5,10.0,128,7
2225,5,11.0,129,6
2225,15,12.0,128,6
2225,37,13.0,128,6
2225,1,14.0,128,7
2225,33,15.0,128,6
2225,41,16.0,128,6
2225,33,17.0,128,7
2225,18,18.0,128,6
2225,16,19.0,128,6
2225,0,20.0,128,7
2244,29,1.0,128,6
2244,1,2.0,128,6
2244,18,3.0,128,6
2244,18,4.0,128,6
2244,2,5.0,128,6
2244,5,6.0,129,6
2244,35,8.0,128,6
2244,0,9.0,128,6
2244,0,10.0,128,6
2244,7,11.0,133,4
2244,0,12.0,128,6
2244,5,13.0,128,6
2244,3,14.0,128,6
2244,17,17.0,48,77
2244,17,18.0,44,75
2244,1,19.0,47,76
2244,1,20.0,45,77
2244,1,7.0,48,78
2244,17,15.0,47,78
2244,15,16.0,50,77
2308,9,20.0,129,8
2308,1,1.0,129,4
2308,21,2.0,129,3
2308,1,3.0,128,6
2308,9,4.0,130,5
2308,18,5.0,128,4
2308,4,6.0,126,3
2308,22,7.0,128,2
2308,8,8.0,129,6
2308,2,9.0,129,5
2308,31,10.0,129,5
2308,37,11.0,128,5
2308,27,12.0,128,4
2308,41,13.0,129,5
2308,29,14.0,129,5
2308,16,15.0,128,5
2308,35,16.0,130,5
2308,31,17.0,129,4
2308,25,18.0,129,4
2308,4,19.0,129,4
2425,25,2.0,133,4
2425,0,3.0,128,7
2425,3,4.0,128,7
2425,35,5.0,128,6
2425,23,6.0,128,6
2425,5,7.0,128,6
2425,3,8.0,129,7
2425,8,9.0,128,7
2425,37,11.0,128,6
2425,20,12.0,128,6
2425,0,14.0,128,7
2425,15,15.0,128,6
2425,18,16.0,128,6
2425,4,17.0,128,7
2425,33,18.0,128,6
2425,0,19.0,129,7
2425,0,20.0,129,6
2425,12,1.0,132,4
2425,37,10.0,128,6
2425,0,13.0,129,6
2466,9,5.0,129,8
2466,0,16.0,129,6
2466,4,1.0,129,7
2466,24,2.0,128,6
2466,35,3.0,149,12
2466,24,4.0,129,6
2466,23,6.0,128,6
2466,21,7.0,128,6
2466,0,8.0,129,8
2466,3,9.0,129,7
2466,37,10.0,128,6
2466,3,11.0,129,6
2466,1,12.0,129,8
2466,27,13.0,129,8
2466,39,14.0,129,7
2466,3,15.0,129,8
2466,19,17.0,129,8
2466,31,18.0,129,6
2466,24,19.0,129,6
2466,24,20.0,129,6
2696,17,1.0,128,7
2696,31,2.0,128,6
2696,1,3.0,128,6
2696,23,4.0,128,6
2696,23,5.0,128,6
2696,23,6.0,129,7
2696,2,7.0,128,6
2696,25,8.0,128,6
2696,0,9.0,128,5
2696,41,10.0,129,7
2696,31,11.0,131,7
2696,43,12.0,128,6
2696,18,13.0,129,6
2696,1,14.0,129,6
2696,23,15.0,128,6
2696,12,16.0,128,6
2696,17,17.0,128,6
2696,19,18.0,128,5
2696,1,19.0,128,6
2696,15,20.0,128,6
2743,27,1.0,128,7
2743,0,2.0,128,7
2743,31,3.0,133,4
2743,3,4.0,129,7
2743,5,5.0,128,7
2743,1,6.0,129,7
2743,6,7.0,129,6
2743,0,8.0,129,7
2743,3,9.0,129,6
2743,3,10.0,129,6
2743,3,11.0,129,7
2743,8,12.0,133,4
2743,43,13.0,129,8
2743,1,14.0,129,7
2743,14,15.0,129,7
2743,1,16.0,129,7
2743,1,17.0,128,6
2743,1,18.0,129,7
2743,0,19.0,129,7
2743,3,20.0,129,7
2820,23,16.0,129,69
2820,23,17.0,132,65
2820,12,18.0,133,64
2820,7,19.0,133,64
2820,4,20.0,133,64
2820,4,1.0,133,64
2820,20,2.0,133,64
2820,27,3.0,133,64
2820,24,4.0,133,76
2820,21,5.0,134,66
2820,3,6.0,133,64
2820,0,7.0,133,64
2820,17,8.0,133,64
2820,1,9.0,131,67
2820,45,10.0,131,67
2820,1,11.0,131,67
2820,3,12.0,131,67
2820,18,13.0,130,68
2820,1,14.0,131,67
2820,1,15.0,130,67
2919,41,1.0,132,63
2919,22,2.0,131,63
2919,29,3.0,133,63
2919,0,4.0,133,64
2919,1,5.0,131,63
2919,3,6.0,133,64
2919,37,7.0,135,66
2919,24,8.0,134,63
2919,35,10.0,132,65
2919,27,12.0,135,66
2919,2,13.0,131,63
2919,21,14.0,132,66
2919,14,15.0,135,66
2919,35,17.0,132,66
2919,41,18.0,132,62
2919,33,19.0,129,60
2919,31,20.0,133,64
2919,24,9.0,131,63
2919,23,11.0,134,63
2919,1,16.0,134,76
2945,45,1.0,129,6
2945,20,2.0,128,6
2945,18,3.0,129,6
2945,15,4.0,129,6
2945,21,5.0,128,6
2945,37,6.0,129,7
2945,1,7.0,129,6
2945,20,8.0,129,6
2945,0,9.0,129,7
2945,33,10.0,129,6
2945,1,11.0,128,6
2945,33,12.0,129,6
2945,14,13.0,129,6
2945,1,14.0,129,6
2945,18,15.0,129,6
2945,24,17.0,128,6
2945,24,18.0,129,6
2945,3,19.0,128,7
2945,7,20.0,129,6
2945,1,16.0,129,6
3007,21,12.0,128,7
3007,16,13.0,128,6
3007,1,14.0,129,7
3007,2,15.0,128,6
3007,18,16.0,128,7
3007,1,17.0,129,7
3007,1,18.0,129,7
3007,35,19.0,128,7
3007,1,20.0,129,7
3007,22,1.0,128,7
3007,14,2.0,128,6
3007,12,3.0,133,4
3007,45,4.0,133,4
3007,14,6.0,129,7
3007,19,7.0,130,9
3007,5,8.0,129,7
3007,13,9.0,128,7
3007,5,10.0,129,7
3007,15,11.0,129,7
3007,35,5.0,129,7
3052,39,5.0,128,6
3052,1,6.0,129,7
3052,9,7.0,134,15
3052,24,8.0,128,6
3052,15,9.0,128,6
3052,9,10.0,130,8
3052,1,11.0,129,7
3052,31,12.0,133,15
3052,19,13.0,133,15
3052,14,14.0,131,10
3052,3,15.0,133,15
3052,1,17.0,134,15
3052,0,18.0,128,7
3052,3,1.0,133,22
3052,35,2.0,132,24
3052,27,3.0,133,15
3052,27,4.0,133,15
3052,0,16.0,128,6
3052,5,19.0,134,15
3052,39,20.0,128,6
3061,19,1.0,133,15
3061,0,2.0,132,14
3061,3,3.0,129,17
3061,41,4.0,133,15
3061,19,5.0,133,13
3061,37,6.0,133,15
3061,0,7.0,128,6
3061,23,8.0,132,16
3061,0,9.0,131,15
3061,2,10.0,134,15
3061,20,11.0,132,16
3061,1,12.0,128,6
3061,41,13.0,135,16
3061,16,14.0,133,14
3061,41,15.0,133,15
3061,0,16.0,133,14
3061,45,17.0,132,13
3061,1,18.0,133,14
3061,17,19.0,132,14
3061,21,20.0,135,21
3170,35,3.0,128,6
3170,5,10.0,129,6
3170,23,11.0,128,6
3170,5,14.0,128,6
3170,41,18.0,128,6
3170,45,19.0,128,6
3170,1,20.0,128,6
3170,19,1.0,128,6
3170,29,2.0,128,6
3170,17,4.0,128,6
3170,16,5.0,128,6
3170,1,6.0,128,6
3170,17,7.0,128,6
3170,0,8.0,128,6
3170,20,9.0,128,6
3170,41,12.0,128,6
3170,24,13.0,128,6
3170,1,15.0,129,6
3170,0,16.0,128,6
3170,43,17.0,128,5
3208,1,1.0,130,34
3208,0,2.0,127,36
3208,43,3.0,126,36
3208,21,4.0,129,35
3208,24,5.0,128,7
3208,2,6.0,130,35
3208,29,7.0,126,36
3208,1,8.0,128,43
3208,45,9.0,126,36
3208,1,10.0,127,36
3208,0,11.0,126,36
3208,24,12.0,129,36
3208,24,13.0,127,36
3208,24,14.0,129,36
3208,16,15.0,126,36
3208,3,16.0,126,36
3208,19,17.0,130,35
3208,0,18.0,128,6
3208,0,19.0,126,36
3208,0,20.0,128,43
3225,17,16.0,128,5
3225,5,17.0,141,6
3225,33,18.0,128,6
3225,31,19.0,128,6
3225,41,20.0,128,6
3225,3,1.0,140,4
3225,1,2.0,139,4
3225,7,3.0,139,4
3225,7,4.0,141,6
3225,1,5.0,129,7
3225,1,6.0,139,4
3225,1,7.0,129,8
3225,0,8.0,128,7
3225,31,9.0,128,6
3225,19,10.0,139,7
3225,18,11.0,138,5
3225,1,12.0,128,5
3225,33,13.0,141,5
3225,14,14.0,128,5
3225,25,15.0,128,5
3243,1,1.0,128,7
3243,5,2.0,128,7
3243,3,3.0,128,7
3243,39,4.0,128,7
3243,3,5.0,128,7
3243,3,6.0,128,7
3243,35,7.0,128,6
3243,39,8.0,128,7
3243,33,9.0,128,7
3243,0,10.0,129,7
3243,45,11.0,128,6
3243,1,12.0,129,7
3243,21,13.0,128,6
3243,45,14.0,128,6
3243,39,15.0,128,7
3243,1,16.0,128,7
3243,24,17.0,128,7
3243,22,18.0,128,6
3243,3,19.0,128,7
3243,19,20.0,129,7
3251,35,1.0,130,5
3251,37,2.0,128,6
3251,4,3.0,129,6
3251,2,4.0,130,5
3251,23,5.0,131,5
3251,1,6.0,129,6
3251,18,7.0,130,5
3251,19,8.0,130,5
3251,31,9.0,129,6
3251,24,10.0,130,7
3251,1,11.0,130,5
3251,5,12.0,128,5
3251,17,13.0,130,5
3251,7,14.0,130,5
3251,4,15.0,128,6
3251,19,16.0,129,5
3251,16,17.0,128,6
3251,18,18.0,129,7
3251,16,19.0,130,5
3251,1,20.0,129,5
3481,3,1.0,129,6
3481,1,2.0,129,6
3481,3,3.0,129,4
3481,4,4.0,129,6
3481,1,7.0,129,4
3481,1,8.0,129,6
3481,3,9.0,129,4
3481,0,10.0,128,6
3481,4,11.0,129,6
3481,2,12.0,129,4
3481,39,13.0,128,6
3481,5,15.0,129,6
3481,39,16.0,128,6
3481,1,17.0,128,6
3481,3,19.0,129,6
3481,41,20.0,129,6
3481,18,5.0,129,6
3481,39,6.0,129,6
3481,2,14.0,129,4
3481,17,18.0,128,6
3482,35,18.0,129,8
3482,18,19.0,129,7
3482,29,20.0,128,6
3482,24,1.0,128,6
3482,0,2.0,129,7
3482,20,3.0,128,6
3482,15,4.0,129,7
3482,21,5.0,133,4
3482,23,6.0,128,6
3482,37,7.0,128,6
3482,23,8.0,129,7
3482,35,9.0,128,6
3482,1,10.0,128,6
3482,24,11.0,128,6
3482,19,12.0,129,7
3482,3,13.0,129,7
3482,16,14.0,129,7
3482,31,15.0,128,6
3482,23,16.0,128,6
3482,18,17.0,168,13
3659,33,16.0,129,5
3659,13,17.0,130,4
